Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Denmark,DNK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.098999977,9.027000427,10.71899986,8.036000252,6.992000103,6.843999863,5.400000095,5.039000034,5.140999794,4.475999832,4.164000034,4.274000168,5.397999763,5.203999996,4.829999924,3.897000074,3.801000118,3.434000015,6.006999969,7.464000225,7.572999954,7.526000023,6.997000217,6.589000225,6.168000221,6.181000233,5.743000031,4.974999905,4.913000107,4.846000195
Dominican Republic,DOM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.21600008,6.269999981,6.374000072,6.394000053,6.400000095,6.415999889,6.403999805,6.399000168,6.452000141,6.43200016,7.262000084,6.778999805,6.938000202,6.302999973,6.586999893,5.65500021,5.157999992,4.763999939,5.467000008,5.211999893,6.086999893,6.722000122,7.352000237,6.718999863,7.605000019,7.282999992,5.831999779,5.738999844,5.84499979,5.919000149
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.60000038,24.37999916,26.22999954,27.73999977,31.84000015,28.58499908,25.43000031,26.80200005,28.36499977,29.77000046,27.29999924,25.89999962,23.71999931,17.64999962,15.27000046,12.27000046,13.78999996,11.32999992,10.15999985,9.960000038,9.960000038,10.97000027,9.819999695,10.20699978,11.20600033,10.20199966,11.99600029,11.88199997,11.70400047,11.52499962
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.383394367,2.357265847,2.646251685,2.833383399,2.940189462,3.061877749,3.206330295,3.363646426,3.448228921,3.404136093,3.832238897,4.146793325,4.393421236,4.38546368,4.457202223,4.355173657,4.328685028,4.410013599,4.389355275,4.146544508,4.139006418,4.062793899,4.074267766,4.054117765,4.110509571,4.024462527,3.950131599,3.852769049,3.895681351,3.951412886
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.270957792,5.358459485,5.636666098,5.816563854,6.149794238,6.068320865,5.986054454,6.064789902,6.271395606,6.264561713,6.3502293,6.63382156,6.529631565,6.352988505,6.2696474,5.92517117,5.774970889,5.592316783,5.852694257,5.720651687,5.666640717,5.644583829,5.719129215,5.640219081,5.777375697,5.780985574,5.709708909,5.689869895,5.816613534,5.84416443
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.434869936,2.431985092,2.714724167,2.888012937,2.986893477,3.114243888,3.250861072,3.527464283,3.629350192,3.537575518,3.947632414,4.249646366,4.465981228,4.41036183,4.446840915,4.325101825,4.275997407,4.35512721,4.448955693,4.217244898,4.159797608,4.074860391,4.070114876,4.039267101,4.079162659,3.98654298,3.899911217,3.788435499,3.830287611,3.897888367
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.039676618,5.29492507,6.069105751,7.782038288,9.192031612,10.09025949,11.11579721,12.21779565,12.35675056,10.93801425,10.23624559,9.784265198,9.602017258,9.259870642,8.642349089,8.129247523,7.344112014,7.362111676,9.134949672,8.512486103,7.853937893,7.253758311,7.271094443,7.486657751,7.610807125,7.624235736,7.419552779,7.092560212,7.491865217,7.376411121
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.90833988,7.450904058,8.616915786,9.664691171,9.979980714,10.31959808,10.55753292,10.73159881,10.62896341,9.800706604,9.091947454,9.128822115,9.140643514,9.11871428,8.73537307,8.089273457,7.173116732,7.089361487,8.932937528,9.015559518,8.760702545,8.971102032,9.202882791,8.95733545,8.558220868,8.096101879,7.491877388,6.903874432,6.763186376,6.631571683
Ecuador,ECU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59800005,4.647999763,4.744999886,4.763000011,4.769000053,4.78399992,4.771999836,4.769000053,4.81799984,4.798999786,4.251999855,4.954999924,5.662000179,5.001999855,3.778000116,3.549999952,3.14199996,3.917000055,4.607999802,4.087999821,3.457999945,3.234999895,3.082999945,3.480000019,3.615999937,4.597000122,3.835999966,3.529999971,3.967999935,4.237999916
"Egypt, Arab Rep.",EGY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.380000114,8.920000076,10.92000008,10.93000031,11.03999996,9,8.369999886,8.029999733,7.949999809,8.979999542,9.260000229,10.01000023,11.01000023,10.31999969,11.19999981,10.48999977,8.800000191,8.517000198,9.086999893,8.756999969,11.84899998,12.59700012,13.15400028,13.10499954,13.05200005,12.40699959,11.73700047,11.59200001,10.76000023,10.12800026
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.256411298,8.886115265,10.67620299,11.75785076,11.43481421,11.66594985,11.66273376,11.20046951,10.43940426,9.423776258,8.347443508,8.614318875,8.958532272,9.245839846,9.02031672,8.312232276,7.435066118,7.484369609,9.536717955,10.07030836,10.11072373,11.28865642,11.92865875,11.60486639,10.83974609,10.02740405,9.060117366,8.187862166,7.496169933,7.25474786
Eritrea,ERI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.229000092,5.282999992,5.388999939,5.407999992,5.413000107,5.427999973,5.414000034,5.407999992,5.460999966,5.43900013,5.434999943,5.493999958,5.5,5.443999767,5.373000145,5.225999832,5.099999905,5.05700016,5.340000153,5.409999847,5.412000179,5.426000118,5.443999767,5.381999969,5.337999821,5.284999847,5.19299984,5.104000092,5.144000053,5.171999931
Spain,ESP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9289999,17.70100021,22.1609993,24.20899963,22.67499924,22.1420002,20.69799995,18.67399979,15.47599983,13.78499985,10.34799957,11.14599991,11.28299999,11.09000015,9.145999908,8.451999664,8.232000351,11.25399971,17.85700035,19.86000061,21.38999939,24.78700066,26.09399986,24.44099998,22.05699921,19.63500023,17.22400093,15.25500011,13.95899963,13.01500034
Estonia,EST,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.468000054,3.680999994,6.544000149,7.56099987,9.659000397,9.914999962,10.36900043,9.510000229,11.57299995,13.35999966,13.13399982,10.02600002,11.28800011,10.24800014,8.032999992,5.914999962,4.592000008,5.454999924,13.54800034,16.70700073,12.32800007,10.02099991,8.630999565,7.352000237,6.186999798,6.762000084,5.760000229,5.366000175,5.114999771,5.379000187
Ethiopia,ETH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.971999884,3.00999999,3.085999966,3.099999905,3.213999987,3.336999893,3.440000057,3.552000046,3.713999987,3.486999989,3.282000065,3.128999949,2.940000057,2.717999935,2.496999979,2.374000072,2.267999887,2.210999966,2.335000038,2.338000059,2.303999901,2.276000023,2.250999928,2.217999935,2.194999933,2.167999983,2.119999886,2.075000048,2.08100009,2.082000017
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.495647061,9.173164761,10.72809788,11.48301297,11.07422988,11.08422205,10.8720063,10.44799964,10.179239,9.82330601,9.19577176,9.541026903,9.646565749,9.882084208,9.569838245,8.625277589,7.448055923,7.200041777,9.116646463,9.795710982,9.836140727,10.80260593,11.32309836,10.84334541,10.02373905,9.124785198,8.135618042,7.26938483,6.666848568,6.445279815
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.955654349,4.925327565,4.970324046,5.115193247,5.254379398,5.397245744,5.392202631,5.400538281,5.647645222,5.687373878,5.762807147,6.005348503,6.046971228,5.958218434,5.717372464,5.517185549,5.401126842,5.371022055,5.382485211,5.582956395,5.637701688,5.668497521,5.824936143,6.032997512,6.019861442,6.646939523,7.010501493,6.914434856,6.964999244,6.994557176
Finland,FIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.502999783,11.59500027,16.20100021,16.4260006,17.00499916,15.57199955,14.96700001,13.21399975,11.69299984,11.13399982,10.28999996,10.42300034,10.46899986,10.3579998,8.383999825,7.718999863,6.854000092,6.368999958,8.248999596,8.394000053,7.781000137,7.68900013,8.19299984,8.663000107,9.376000404,8.81799984,8.640000343,7.361000061,6.59499979,6.65899992
Fiji,FJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.76699996,3.808000088,3.888000011,3.903000116,3.907999992,3.920000076,3.910000086,3.905999899,3.947000027,3.930999994,3.928999901,3.973999977,3.979000092,3.937999964,3.885999918,3.854000092,3.834000111,3.877000093,4.181000233,4.320000172,4.40500021,4.422999859,4.445000172,4.395999908,4.362999916,4.318999767,4.236999989,4.157999992,4.100999832,4.079999924
France,FRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.133999825,10.20499992,11.3210001,12.59300041,11.83600044,12.36699963,12.56599998,12.07499981,11.98099995,10.21700001,8.609999657,8.701999664,8.305999756,8.913999557,8.493000031,8.447999954,7.657000065,7.063000202,8.736000061,8.87100029,8.81099987,9.399999619,9.920999527,10.29199982,10.35900021,10.05700016,9.397000313,9.059000015,8.427000046,8.338000298
Faroe Islands,FRO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51600075,17.60499954,17.78000069,17.73999977,17.67700005,17.63100052,17.53700066,17.45700073,17.47100067,17.36499977,17.28899956,17.31200027,17.25,17.09199905,16.90999985,17.32299995,17.76199913,18.34799957,19.5529995,20.38999939,20.39599991,20.42399979,20.45999908,20.34300041,20.26000023,20.1590004,19.98200035,19.80699921,20.00399971,20.14500046
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.552000046,9.777000427,10.34799957,9.649999619,8.694000244,8.192000389,7.072000027,6.203000069,6.043000221,5.561999798,4.695000172,5.037000179,4.80700016,4.593999863,4.75,5.349999905,5.262000084,5.614999771,7.537000179,7.787000179,8.036999702,7.885000229,7.525000095,6.110000134,5.301000118,4.813000202,4.335000038,3.996000051,3.851000071,4.114999771
Georgia,GEO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700000048,5.400000095,5.400000095,8.399999619,7.599999905,11.5,11.5,14.52999973,13.80000019,10.81999969,11.15999985,12.59000015,11.51000023,12.61999989,13.81000042,13.56999969,13.27999973,17.87000084,20.70999908,20.20299911,19.63199997,19.65299988,19.41600037,17.43799973,16.50600052,16.60400009,13.93900013,13.78499985,14.39799976,14.74199963
Ghana,GHA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.659999847,4.699999809,5.281000137,5.826000214,6.386000156,6.982999802,7.574999809,8.199999809,10.10000038,10.35999966,9.281000137,8.340999603,7.382999897,6.422999859,5.520999908,4.635000229,4.666999817,4.763999939,5.125,5.320000172,5.618999958,5.936999798,6.269000053,6.52699995,6.806000233,5.449999809,4.22300005,4.157000065,4.330999851,4.508999825
Gibraltar,GIB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.320000172,4.364999771,4.453000069,4.46999979,4.474999905,4.487999916,4.477000237,4.473999977,4.518000126,4.500999928,4.499000072,4.548999786,4.553999901,4.508999825,4.452000141,4.333000183,4.231999874,4.198999882,4.428999901,4.486999989,4.489999771,4.501999855,4.518000126,4.467999935,4.434000015,4.392000198,4.31799984,4.247000217,4.296000004,4.329999924
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.154000282,9.220999718,9.352000237,9.376000404,9.383000374,9.402999878,9.38599968,9.380000114,9.446000099,9.420000076,9.416999817,9.489999771,9.498000145,9.430999756,9.345000267,9.166000366,9.01099968,8.958999634,9.31000042,9.395000458,9.399000168,9.416999817,9.440999985,9.364999771,9.312999725,9.248999596,9.13599968,9.027000427,9.055999756,9.107000351
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.532000065,2.569999933,2.647000074,2.660000086,2.663000107,2.674000025,2.663000107,2.657999992,2.697000027,2.680000067,2.677000046,2.720000029,2.723999977,2.683000088,2.631000042,2.526000023,2.436000109,2.405999899,2.607000113,2.655999899,2.657999992,2.667999983,2.680000067,2.63499999,2.604000092,2.565999985,2.5,2.437999964,2.46600008,2.486999989
Equatorial Guinea,GNQ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.520999908,6.579999924,6.697999954,6.71999979,6.724999905,6.742000103,6.725999832,6.71999979,6.778999805,6.754000187,6.75,6.815999985,6.822000027,6.760000229,6.68200016,6.519000053,6.377999783,6.330999851,6.645999908,6.72300005,6.725999832,6.741000175,6.761000156,6.691999912,6.644000053,6.585000038,6.482999802,6.382999897,6.433000088,6.46999979
Greece,GRC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.656000137,7.842999935,8.612999916,8.862999916,9.062000275,9.654999733,9.576999664,10.83899975,11.85299969,11.24800014,10.45600033,9.975000381,9.411999702,10.31099987,9.994000435,9.008000374,8.395999908,7.760000229,9.616000175,12.7130003,17.86499977,24.43899918,27.4659996,26.49099922,24.89699936,23.53899956,21.48800087,19.29199982,17.23800087,15.47399998
Grenada,GRD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.630000114,2.663000107,2.729000092,2.740999937,2.744999886,2.756000042,2.747999907,2.744999886,2.779000044,2.766000032,2.765000105,2.802999973,2.806999922,2.970999956,3.010999918,2.994999886,2.990999937,3.04399991,3.346999884,3.496999979,3.115999937,2.765000105,3.01699996,2.717000008,2.506000042,2.582999945,2.461999893,2.40199995,2.459000111,2.506999969
Guam,GUM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.509000063,3.836999893,5.52699995,7.599999905,7.900000095,8.282999992,9.670000076,7.739999771,13.94999981,15.31999969,13.2130003,11.39000034,9.574999809,7.699999809,7,7.400000095,8.300000191,7.977000237,9.300000191,8.199999809,13.30000019,12.19999981,11.5,7.599999905,6.900000095,5.400000095,5.153999805,4.928999901,5.31099987,5.675000191
Guyana,GUY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.82400036,11.89999962,12.00899982,11.99699974,11.9659996,11.94900036,11.8920002,11.84599972,11.87899971,11.81299973,11.77000046,11.81000042,11.6239996,11.36100006,11.07999992,10.69999981,10.65400028,10.71700001,11.22999954,11.45400047,11.58699989,11.73799992,11.89599991,11.93700027,12.00399971,12.05500031,12.04399967,11.90600014,11.85200024,11.81299973
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.718164728,7.304834095,7.833909189,7.841131042,7.431096307,7.399747845,7.122938016,7.039834163,6.910418709,6.53288006,6.507018632,7.030876695,7.148201197,6.987211955,6.680693574,6.143476894,5.612533883,5.858012196,7.947108052,8.203682313,7.876755472,7.908731556,7.827918548,7.226890098,6.623420198,6.145407355,5.583461292,5.074339469,4.793254837,4.811218412
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.799999952,1.960000038,1.960000038,1.899999976,3.220000029,2.829999924,2.220000029,4.579999924,6.25,4.920000076,5.090000153,7.28000021,7.860000134,6.739999771,5.579999924,4.769999981,4.010000229,3.559999943,5.260000229,4.309999943,3.420000076,3.289999962,3.400000095,3.299999952,3.319999933,3.390000105,3.089999914,2.903000116,3.628999949,4.264999866
Honduras,HND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.579999924,3.059999943,3.157000065,3.201999903,3.24000001,4.369999886,3.319999933,4.019999981,3.849999905,3.917999983,4,4.019999981,5.300000191,5.989999771,4.90899992,3.575000048,3.210999966,3.155999899,3.292000055,4.118999958,4.473999977,3.753999949,4.096000195,5.487999916,6.146999836,6.727000237,5.527999878,5.647999763,5.386000156,5.229000092
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.839398096,4.878827163,4.980990296,4.969040714,4.9604067,5.001099073,4.971739213,4.990899989,5.16229379,5.176552337,5.138480769,5.169665978,5.18669222,5.070805094,4.94825883,4.783749024,4.640598692,4.550779015,4.76004424,4.987317108,4.941456878,4.800138881,4.683265043,4.593016327,4.654900016,4.577639303,4.474979094,4.42163363,4.447173146,4.477224919
Croatia,HRV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14000034,10.97500038,11.09599972,10.9630003,10.45199966,9.680000305,9.710000038,11.3920002,13.55900002,16.06399918,15.82199955,15.05300045,13.92399979,13.66399956,12.59799957,11.13000011,9.909000397,8.529999733,9.201999664,11.61999989,13.67800045,15.93500042,17.25099945,17.29000092,16.17499924,13.10299969,11.20800018,8.43200016,6.934999943,7.113999844
Haiti,HTI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.011000156,7.053999901,7.137000084,7.152999878,7.157999992,7.171000004,7.160999775,7.157999992,7.199999809,8.225999832,9.335000038,10.59000015,11.86200047,13.11600018,14.39400005,15.5710001,16.79999924,16.04000092,15.92500019,15.37899971,14.72299957,14.10000038,14.13000011,14.03299999,13.96500015,13.88099957,13.73499966,13.59200001,13.78100014,13.91499996
Hungary,HUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.062999725,9.942000389,12.09799957,10.84700012,10.16800022,10.02200031,8.989999771,8.925000191,6.928999901,6.563000202,5.671000004,5.607999802,5.789999962,5.831999779,7.18900013,7.493999958,7.406000137,7.816999912,10.02999973,11.17199993,11.02900028,11.00300026,10.17599964,7.724999905,6.813000202,5.114999771,4.156000137,3.707999945,3.398999929,3.460000038
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.499791319,4.536155693,4.82095353,5.145817297,5.467563607,5.564398577,5.677663167,5.8892876,6.123157836,6.033300854,6.182009683,6.4302067,6.503871144,6.321109621,6.246293995,5.951658312,5.721183104,5.626299469,6.000012415,5.821993515,5.733559536,5.666185138,5.663195616,5.637520048,5.758550077,5.863494196,5.825838453,5.69908229,5.770164571,5.801744919
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.348036093,4.38854907,4.652126661,4.933849703,5.206320265,5.306593067,5.401506471,5.590784944,5.79913934,5.722532055,5.84270223,6.052945177,6.10878325,5.935520606,5.851865033,5.568915614,5.36054501,5.28297326,5.618711496,5.464712803,5.394595216,5.351812454,5.372010207,5.329599831,5.4591867,5.591848004,5.583298493,5.470060977,5.530233223,5.552639069
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.58425208,3.651763791,3.817300557,3.897052106,3.941953476,4.07257539,4.095882686,4.19664782,4.301448967,4.303826868,4.314342659,4.372662938,4.369105518,4.25390036,4.149302879,3.939475908,3.845247003,3.863043544,4.067004704,4.038371004,4.063417155,4.130963834,4.255790736,4.168305422,4.35195343,4.604448585,4.721280509,4.671868284,4.711286128,4.720010308
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.839049884,2.948748667,3.175025767,3.370609144,3.461219284,3.718051189,3.73574552,3.884774064,3.864048912,3.719272778,3.607583152,3.497353518,3.348760684,3.171049278,3.026386904,2.840684455,2.616361167,2.608601429,2.773386932,2.859002316,2.865130513,3.131797249,3.571076873,3.415629909,3.975858075,4.87337859,5.372280074,5.358918837,5.458394539,5.425470438
Indonesia,IDN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.539999962,2.670000076,3.088999987,3.493999958,3.915999889,4.369999886,4.679999828,5.460000038,6.300000191,6.078000069,6.081999779,6.604000092,6.657000065,7.302999973,7.945000172,7.551000118,8.06000042,7.209000111,6.105999947,5.613999844,5.152999878,4.467999935,4.335999966,4.048999786,4.513999939,4.301000118,4.184999943,4.511000156,4.686999798,4.835000038
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.911262756,3.959627995,4.097199534,4.1266393,4.14969879,4.226367202,4.252862279,4.33253834,4.492316252,4.559722106,4.622777228,4.753780018,4.814436872,4.727803756,4.638959258,4.419778339,4.38559479,4.416889702,4.642514179,4.566440161,4.603384019,4.579015381,4.560881585,4.503718419,4.520443619,4.484482275,4.433094781,4.368850354,4.382339958,4.410047534
Isle of Man,IMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.449999809,5.504000187,5.611999989,5.631000042,5.636000156,5.65199995,5.637000084,5.631000042,5.684999943,5.663000107,5.65899992,5.718999863,5.724999905,5.669000149,5.59800005,5.449999809,5.322999954,5.281000137,5.565999985,5.636000156,5.638000011,5.65199995,5.671000004,5.607999802,5.565000057,5.511000156,5.419000149,5.329999924,5.355000019,5.399000168
Not classified,INX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.77499962,15.02999973,15.58699989,14.56999969,11.9829998,11.71700001,10.20300007,7.698999882,5.803999901,4.31799984,3.683000088,4.215000153,4.478000164,4.491000175,4.342000008,4.414999962,4.980000019,6.774000168,12.60900021,14.53299999,15.35299969,15.45100021,13.73499966,11.85700035,9.906000137,8.373999596,6.711999893,5.739999771,4.927999973,5.157999992
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10000038,10.70699978,10.38000011,9.951000214,9.515999794,9.100000381,9.642999649,10.21199989,10.86699963,11.45100021,12.07299995,12.80000019,11.5539999,10.30000019,12.10000038,11.19999981,10.60000038,10.47999954,11.97000027,13.52000046,12.44999981,12.63000011,10.43999958,10.56999969,11.06000042,12.43000031,12.10000038,12.03999996,11.38199997,11.18099976
